RESULT
"STATUS,""0"""
"ERROR_MSG,""正常に終了しました。"""
"DATE,""2024-09-03T14:34:47.616+09:00"""
RESULT_INF
"TOTAL_NUMBER,""8856"""
"FROM_NUMBER,""1"""
"TO_NUMBER,""8856"""
"TABLE_INF,""0004008041"""
"STAT_NAME,""00200524"",""人口推計"""
"GOV_ORG,""00200"",""総務省"""
"STATISTICS_NAME,""人口推計 各年10月1日現在人口 平成22年国勢調査基準 統計表"""
"TITLE,""002"",""年齢（５歳階級），男女，月別人口－総人口，日本人人口"""
"CYCLE,""年次"""
"SURVEY_DATE,""0"""
"OPEN_DATE,""2023-08-10"""
"SMALL_AREA,""0"""
"COLLECT_AREA,""該当なし"""
"MAIN_CATEGORY,""02"",""人口・世帯"""
"SUB_CATEGORY,""01"",""人口"""
"OVERALL_TOTAL_NUMBER,""8856"""
"UPDATED_DATE,""2024-07-20"""
"STATISTICS_NAME_SPEC,""人口推計"",""各年10月1日現在人口"",""平成22年国勢調査基準"",""統計表"","""","""""
"TITLE_SPEC,"""",""年齢（５歳階級），男女，月別人口－総人口，日本人人口"","""","""","""","""""
"NOTE,""***"",""該当数値がないもの"""
"NOTE,""-"",""該当数値がないもの　"""
VALUE
"tab_code,""表章項目"",""cat01_code"",""男女別"",""cat02_code"",""人口"",""cat03_code"",""年齢5歳階級"",""area_code"",""全国"",""time_code"",""時間軸（月）"",""unit"",""value"",""annotation"""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2011000808"",""2011年8月"",""千人"",""5301"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2011000909"",""2011年9月"",""千人"",""5299"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2011001010"",""2011年10月"",""千人"",""5303"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2011001111"",""2011年11月"",""千人"",""5301"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2011001212"",""2011年12月"",""千人"",""5298"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2012000101"",""2012年1月"",""千人"",""5293"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2012000202"",""2012年2月"",""千人"",""5288"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2012000303"",""2012年3月"",""千人"",""5290"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2012000404"",""2012年4月"",""千人"",""5289"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2012000505"",""2012年5月"",""千人"",""5284"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2012000606"",""2012年6月"",""千人"",""5281"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2012000707"",""2012年7月"",""千人"",""5279"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2012000808"",""2012年8月"",""千人"",""5278"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2012000909"",""2012年9月"",""千人"",""5273"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2012001010"",""2012年10月"",""千人"",""5273"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2012001111"",""2012年11月"",""千人"",""5268"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2012001212"",""2012年12月"",""千人"",""5266"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2013000101"",""2013年1月"",""千人"",""5267"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2013000202"",""2013年2月"",""千人"",""5260"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2013000303"",""2013年3月"",""千人"",""5255"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2013000404"",""2013年4月"",""千人"",""5253"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2013000505"",""2013年5月"",""千人"",""5248"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2013000606"",""2013年6月"",""千人"",""5246"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2013000707"",""2013年7月"",""千人"",""5243"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2013000808"",""2013年8月"",""千人"",""5243"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2013000909"",""2013年9月"",""千人"",""5240"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2013001010"",""2013年10月"",""千人"",""5239"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2013001111"",""2013年11月"",""千人"",""5238"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2013001212"",""2013年12月"",""千人"",""5237"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2014000101"",""2014年1月"",""千人"",""5237"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2014000202"",""2014年2月"",""千人"",""5229"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2014000303"",""2014年3月"",""千人"",""5226"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2014000404"",""2014年4月"",""千人"",""5223"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2014000505"",""2014年5月"",""千人"",""5217"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2014000606"",""2014年6月"",""千人"",""5217"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2014000707"",""2014年7月"",""千人"",""5216"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2014000808"",""2014年8月"",""千人"",""5215"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2014000909"",""2014年9月"",""千人"",""5210"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2014001010"",""2014年10月"",""千人"",""5213"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2014001111"",""2014年11月"",""千人"",""5212"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2014001212"",""2014年12月"",""千人"",""5209"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2015000101"",""2015年1月"",""千人"",""5210"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2015000202"",""2015年2月"",""千人"",""5206"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2015000303"",""2015年3月"",""千人"",""5202"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2015000404"",""2015年4月"",""千人"",""5204"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2015000505"",""2015年5月"",""千人"",""5201"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2015000606"",""2015年6月"",""千人"",""5202"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2015000707"",""2015年7月"",""千人"",""5200"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2015000808"",""2015年8月"",""千人"",""5200"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01001"",""0～4歳"",""00000"",""全国"",""2015000909"",""2015年9月"",""千人"",""5193"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2010001010"",""2010年10月"",""千人"",""5598"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2010001111"",""2010年11月"",""千人"",""5586"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2010001212"",""2010年12月"",""千人"",""5573"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2011000101"",""2011年1月"",""千人"",""5564"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2011000202"",""2011年2月"",""千人"",""5553"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2011000303"",""2011年3月"",""千人"",""5546"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2011000404"",""2011年4月"",""千人"",""5533"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2011000505"",""2011年5月"",""千人"",""5527"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2011000606"",""2011年6月"",""千人"",""5522"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2011000707"",""2011年7月"",""千人"",""5520"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2011000808"",""2011年8月"",""千人"",""5514"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2011000909"",""2011年9月"",""千人"",""5500"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2011001010"",""2011年10月"",""千人"",""5490"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2011001111"",""2011年11月"",""千人"",""5480"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2011001212"",""2011年12月"",""千人"",""5474"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2012000101"",""2012年1月"",""千人"",""5471"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2012000202"",""2012年2月"",""千人"",""5463"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2012000303"",""2012年3月"",""千人"",""5454"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2012000404"",""2012年4月"",""千人"",""5452"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2012000505"",""2012年5月"",""千人"",""5440"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2012000606"",""2012年6月"",""千人"",""5436"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2012000707"",""2012年7月"",""千人"",""5436"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2012000808"",""2012年8月"",""千人"",""5430"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2012000909"",""2012年9月"",""千人"",""5414"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2012001010"",""2012年10月"",""千人"",""5407"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2012001111"",""2012年11月"",""千人"",""5403"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2012001212"",""2012年12月"",""千人"",""5402"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2013000101"",""2013年1月"",""千人"",""5401"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2013000202"",""2013年2月"",""千人"",""5393"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2013000303"",""2013年3月"",""千人"",""5391"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2013000404"",""2013年4月"",""千人"",""5391"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2013000505"",""2013年5月"",""千人"",""5383"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2013000606"",""2013年6月"",""千人"",""5379"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2013000707"",""2013年7月"",""千人"",""5380"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2013000808"",""2013年8月"",""千人"",""5377"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2013000909"",""2013年9月"",""千人"",""5363"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2013001010"",""2013年10月"",""千人"",""5361"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2013001111"",""2013年11月"",""千人"",""5358"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2013001212"",""2013年12月"",""千人"",""5355"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2014000101"",""2014年1月"",""千人"",""5357"","""""
"001,""人口"",""000"",""男女計"",""001"",""総人口"",""01002"",""5～9歳"",""00000"",""全国"",""2014000202"",""2014年2月"",""千人"",""5351"","""""
