tab_code,表章項目,cat01_code,男女別,cat02_code,人口,cat03_code,年齢5歳階級,area_code,全国,time_code,時間軸（月）,unit,value,annotation
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2019000606,2019年6月,千人,126252,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2019000707,2019年7月,千人,126265,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2019000808,2019年8月,千人,126219,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2019000909,2019年9月,千人,126131,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2019001010,2019年10月,千人,126167,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2019001111,2019年11月,千人,126161,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2019001212,2019年12月,千人,126144,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2020000101,2020年1月,千人,125988,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2020000202,2020年2月,千人,126004,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2020000303,2020年3月,千人,125962,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2020000404,2020年4月,千人,125930,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2020000505,2020年5月,千人,125895,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2020000606,2020年6月,千人,125858,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2020000707,2020年7月,千人,125836,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2020000808,2020年8月,千人,125809,
1,人口,0,男女計,1,総人口,1000,総数,0,全国,2020000909,2020年9月,千人,125754,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2015001010,2015年10月,千人,5006,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2015001111,2015年11月,千人,5003,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2015001212,2015年12月,千人,4997,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2016000101,2016年1月,千人,4996,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2016000202,2016年2月,千人,4989,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2016000303,2016年3月,千人,4991,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2016000404,2016年4月,千人,4991,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2016000505,2016年5月,千人,4985,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2016000606,2016年6月,千人,4983,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2016000707,2016年7月,千人,4982,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2016000808,2016年8月,千人,4977,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2016000909,2016年9月,千人,4968,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2016001010,2016年10月,千人,4963,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2016001111,2016年11月,千人,4960,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2016001212,2016年12月,千人,4955,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2017000101,2017年1月,千人,4953,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2017000202,2017年2月,千人,4943,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2017000303,2017年3月,千人,4939,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2017000404,2017年4月,千人,4939,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2017000505,2017年5月,千人,4934,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2017000606,2017年6月,千人,4933,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2017000707,2017年7月,千人,4931,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2017000808,2017年8月,千人,4922,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2017000909,2017年9月,千人,4913,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2017001010,2017年10月,千人,4909,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2017001111,2017年11月,千人,4902,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2017001212,2017年12月,千人,4896,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2018000101,2018年1月,千人,4893,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2018000202,2018年2月,千人,4887,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2018000303,2018年3月,千人,4881,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2018000404,2018年4月,千人,4880,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2018000505,2018年5月,千人,4873,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2018000606,2018年6月,千人,4872,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2018000707,2018年7月,千人,4870,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2018000808,2018年8月,千人,4860,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2018000909,2018年9月,千人,4849,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2018001010,2018年10月,千人,4838,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2018001111,2018年11月,千人,4831,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2018001212,2018年12月,千人,4827,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2019000101,2019年1月,千人,4820,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2019000202,2019年2月,千人,4811,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2019000303,2019年3月,千人,4807,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2019000404,2019年4月,千人,4804,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2019000505,2019年5月,千人,4795,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2019000606,2019年6月,千人,4796,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2019000707,2019年7月,千人,4790,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2019000808,2019年8月,千人,4779,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2019000909,2019年9月,千人,4770,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2019001010,2019年10月,千人,4758,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2019001111,2019年11月,千人,4750,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2019001212,2019年12月,千人,4744,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2020000101,2020年1月,千人,4735,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2020000202,2020年2月,千人,4726,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2020000303,2020年3月,千人,4722,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2020000404,2020年4月,千人,4714,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2020000505,2020年5月,千人,4709,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2020000606,2020年6月,千人,4700,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2020000707,2020年7月,千人,4694,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2020000808,2020年8月,千人,4685,
1,人口,0,男女計,1,総人口,1001,0～4歳,0,全国,2020000909,2020年9月,千人,4677,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2015001010,2015年10月,千人,5319,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2015001111,2015年11月,千人,5319,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2015001212,2015年12月,千人,5324,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2016000101,2016年1月,千人,5330,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2016000202,2016年2月,千人,5326,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2016000303,2016年3月,千人,5321,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2016000404,2016年4月,千人,5324,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2016000505,2016年5月,千人,5316,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2016000606,2016年6月,千人,5313,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2016000707,2016年7月,千人,5318,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2016000808,2016年8月,千人,5315,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2016000909,2016年9月,千人,5303,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2016001010,2016年10月,千人,5303,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2016001111,2016年11月,千人,5297,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2016001212,2016年12月,千人,5293,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2017000101,2017年1月,千人,5289,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2017000202,2017年2月,千人,5284,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2017000303,2017年3月,千人,5283,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2017000404,2017年4月,千人,5282,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2017000505,2017年5月,千人,5272,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2017000606,2017年6月,千人,5269,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2017000707,2017年7月,千人,5272,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2017000808,2017年8月,千人,5266,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2017000909,2017年9月,千人,5254,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2017001010,2017年10月,千人,5251,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2017001111,2017年11月,千人,5243,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2017001212,2017年12月,千人,5239,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2018000101,2018年1月,千人,5237,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2018000202,2018年2月,千人,5230,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2018000303,2018年3月,千人,5221,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2018000404,2018年4月,千人,5219,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2018000505,2018年5月,千人,5208,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2018000606,2018年6月,千人,5204,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2018000707,2018年7月,千人,5206,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2018000808,2018年8月,千人,5199,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2018000909,2018年9月,千人,5189,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2018001010,2018年10月,千人,5184,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2018001111,2018年11月,千人,5177,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2018001212,2018年12月,千人,5172,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2019000101,2019年1月,千人,5167,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2019000202,2019年2月,千人,5157,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2019000303,2019年3月,千人,5149,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2019000404,2019年4月,千人,5142,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2019000505,2019年5月,千人,5128,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2019000606,2019年6月,千人,5126,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2019000707,2019年7月,千人,5126,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2019000808,2019年8月,千人,5116,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2019000909,2019年9月,千人,5103,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2019001010,2019年10月,千人,5101,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2019001111,2019年11月,千人,5093,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2019001212,2019年12月,千人,5086,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2020000101,2020年1月,千人,5081,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2020000202,2020年2月,千人,5075,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2020000303,2020年3月,千人,5068,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2020000404,2020年4月,千人,5061,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2020000505,2020年5月,千人,5056,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2020000606,2020年6月,千人,5050,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2020000707,2020年7月,千人,5042,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2020000808,2020年8月,千人,5037,
1,人口,0,男女計,1,総人口,1002,5～9歳,0,全国,2020000909,2020年9月,千人,5027,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2015001010,2015年10月,千人,5620,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2015001111,2015年11月,千人,5608,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2015001212,2015年12月,千人,5594,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2016000101,2016年1月,千人,5585,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2016000202,2016年2月,千人,5574,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2016000303,2016年3月,千人,5567,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2016000404,2016年4月,千人,5566,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2016000505,2016年5月,千人,5556,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2016000606,2016年6月,千人,5549,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2016000707,2016年7月,千人,5548,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2016000808,2016年8月,千人,5540,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2016000909,2016年9月,千人,5525,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2016001010,2016年10月,千人,5514,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2016001111,2016年11月,千人,5503,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2016001212,2016年12月,千人,5497,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2017000101,2017年1月,千人,5497,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2017000202,2017年2月,千人,5489,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2017000303,2017年3月,千人,5480,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2017000404,2017年4月,千人,5477,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2017000505,2017年5月,千人,5467,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2017000606,2017年6月,千人,5461,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2017000707,2017年7月,千人,5462,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2017000808,2017年8月,千人,5453,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2017000909,2017年9月,千人,5440,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2017001010,2017年10月,千人,5432,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2017001111,2017年11月,千人,5430,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2017001212,2017年12月,千人,5429,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2018000101,2018年1月,千人,5427,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2018000202,2018年2月,千人,5420,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2018000303,2018年3月,千人,5419,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2018000404,2018年4月,千人,5418,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2018000505,2018年5月,千人,5412,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2018000606,2018年6月,千人,5408,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2018000707,2018年7月,千人,5409,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2018000808,2018年8月,千人,5404,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2018000909,2018年9月,千人,5393,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2018001010,2018年10月,千人,5392,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2018001111,2018年11月,千人,5390,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2018001212,2018年12月,千人,5388,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2019000101,2019年1月,千人,5389,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2019000202,2019年2月,千人,5385,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2019000303,2019年3月,千人,5378,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2019000404,2019年4月,千人,5375,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2019000505,2019年5月,千人,5368,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2019000606,2019年6月,千人,5365,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2019000707,2019年7月,千人,5369,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2019000808,2019年8月,千人,5364,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2019000909,2019年9月,千人,5355,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2019001010,2019年10月,千人,5351,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2019001111,2019年11月,千人,5350,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2019001212,2019年12月,千人,5344,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2020000101,2020年1月,千人,5345,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2020000202,2020年2月,千人,5340,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2020000303,2020年3月,千人,5340,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2020000404,2020年4月,千人,5340,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2020000505,2020年5月,千人,5341,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2020000606,2020年6月,千人,5339,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2020000707,2020年7月,千人,5341,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2020000808,2020年8月,千人,5342,
1,人口,0,男女計,1,総人口,1003,10～14歳,0,全国,2020000909,2020年9月,千人,5340,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2015001010,2015年10月,千人,6054,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2015001111,2015年11月,千人,6063,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2015001212,2015年12月,千人,6067,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2016000101,2016年1月,千人,6071,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2016000202,2016年2月,千人,6070,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2016000303,2016年3月,千人,6061,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2016000404,2016年4月,千人,6064,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2016000505,2016年5月,千人,6067,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2016000606,2016年6月,千人,6063,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2016000707,2016年7月,千人,6062,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2016000808,2016年8月,千人,6055,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2016000909,2016年9月,千人,6046,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2016001010,2016年10月,千人,6040,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2016001111,2016年11月,千人,6041,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2016001212,2016年12月,千人,6038,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2017000101,2017年1月,千人,6033,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2017000202,2017年2月,千人,6029,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2017000303,2017年3月,千人,6025,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2017000404,2017年4月,千人,6026,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2017000505,2017年5月,千人,6035,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2017000606,2017年6月,千人,6028,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2017000707,2017年7月,千人,6023,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2017000808,2017年8月,千人,6015,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2017000909,2017年9月,千人,6004,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2017001010,2017年10月,千人,5995,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2017001111,2017年11月,千人,5996,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2017001212,2017年12月,千人,5990,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2018000101,2018年1月,千人,5983,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2018000202,2018年2月,千人,5979,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2018000303,2018年3月,千人,5968,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2018000404,2018年4月,千人,5961,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2018000505,2018年5月,千人,5968,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2018000606,2018年6月,千人,5961,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2018000707,2018年7月,千人,5953,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2018000808,2018年8月,千人,5943,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2018000909,2018年9月,千人,5925,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2018001010,2018年10月,千人,5907,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2018001111,2018年11月,千人,5905,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2018001212,2018年12月,千人,5898,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2019000101,2019年1月,千人,5889,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2019000202,2019年2月,千人,5883,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2019000303,2019年3月,千人,5874,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2019000404,2019年4月,千人,5870,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2019000505,2019年5月,千人,5876,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2019000606,2019年6月,千人,5869,
1,人口,0,男女計,1,総人口,1004,15～19歳,0,全国,2019000707,2019年7月,千人,5863,
